linea;desde;hasta;estacion;pasajeros
E;16:15;16:29;Urquiza;29
B;16:15;16:29;Tronador;64
B;16:15;16:29;Malabia;234
A;16:15;16:29;Carabobo;72
B;16:15;16:29;Echeverria;33
D;16:15;16:29;Ministro Carranza;84
B;16:15;16:29;Carlos Pellegrini;220
B;16:15;16:29;Callao;131
A;16:15;16:29;Loria;47
H;16:15;16:29;Humberto I;31
E;16:15;16:29;Jose Maria Moreno;30
B;16:15;16:29;Dorrego;118
A;16:15;16:29;Alberti;36
C;16:15;16:29;Independencia;48
C;16:15;16:29;Mariano Moreno;47
D;16:15;16:29;Plaza Italia;130
E;16:15;16:29;Avenida La Plata;23
H;16:15;16:29;Corrientes;46
A;16:15;16:29;Flores;99
A;16:15;16:29;Acoyte;108
A;16:15;16:29;San Pedrito;129
B;16:15;16:29;Los Incas;99
E;16:15;16:29;Pza. de los Virreyes;52
D;16:15;16:29;Catedral;165
A;16:15;16:29;Plaza de Mayo;117
A;16:15;16:29;Castro Barros;78
B;16:15;16:29;Uruguay;106
C;16:15;16:29;Avenida de Mayo;51
A;16:15;16:29;Pasco;23
C;16:15;16:29;San Juan;53
C;16:15;16:29;Diagonal Norte;46
D;16:15;16:29;Tribunales;61
A;16:15;16:29;Lima;49
E;16:15;16:29;Pichincha;19
D;16:15;16:29;Bulnes;145
C;16:15;16:29;Lavalle;112
E;16:15;16:29;Independencia.;34
B;16:15;16:29;Pueyrredon;158
H;16:15;16:29;Once;46
H;16:15;16:29;Venezuela;40
H;16:15;16:29;Patricios;31
D;16:15;16:29;Facultad de Medicina;64
E;16:15;16:29;Varela;13
H;16:15;16:29;Inclan;13
H;16:15;16:29;Caseros;24
A;16:15;16:29;Piedras;52
A;16:15;16:29;Primera Junta;71
E;16:15;16:29;Boedo;34
B;16:15;16:29;Federico Lacroze;361
A;16:15;16:29;Puan;53
E;16:15;16:29;San Jose;20
D;16:15;16:29;Juramento;175
C;16:15;16:29;Retiro;468
D;16:15;16:29;Pueyrredon.;144
A;16:15;16:29;Plaza Miserere;117
E;16:15;16:29;General Belgrano;23
D;16:15;16:29;Scalabrini Ortiz;148
B;16:15;16:29;Pasteur;125
B;16:15;16:29;Rosas;193
H;16:15;16:29;Hospitales;22
E;16:15;16:29;Emilio Mitre;21
E;16:15;16:29;Medalla Milagrosa;11
C;16:15;16:29;General San Martin;113
D;16:15;16:29;Callao.;128
A;16:15;16:29;Saenz Peña;56
D;16:15;16:29;Olleros;133
E;16:15;16:29;Bolivar;65
B;16:15;16:29;Carlos Gardel;295
D;16:15;16:29;Palermo;125
D;16:15;16:29;Congreso de Tucuman;253
A;16:15;16:29;Congreso;99
B;16:15;16:29;Florida;175
D;16:15;16:29;Aguero;116
D;16:15;16:29;9 de julio;42
B;16:15;16:29;Leandro N. Alem;156
B;16:15;16:29;Medrano;176
B;16:15;16:29;Angel Gallardo;140
E;16:15;16:29;Jujuy;21
A;16:15;16:29;Peru;83
E;16:30;16:44;Avenida La Plata;30
C;16:30;16:44;Independencia;33
C;16:30;16:44;Retiro;467
B;16:30;16:44;Medrano;154
D;16:30;16:44;Aguero;111
C;16:30;16:44;Constitucion;318
D;16:30;16:44;9 de julio;66
A;16:30;16:44;Rio de Janeiro;58
A;16:30;16:44;Saenz Peña;50
E;16:30;16:44;San Jose;12
D;16:30;16:44;Jose Hernandez;105
D;16:30;16:44;Juramento;164
H;16:30;16:44;Venezuela;28
A;16:30;16:44;Piedras;51
A;16:30;16:44;Plaza Miserere;116
E;16:30;16:44;General Belgrano;22
B;16:30;16:44;Rosas;143
D;16:30;16:44;Bulnes;185
E;16:30;16:44;Medalla Milagrosa;6
A;16:30;16:44;Castro Barros;83
B;16:30;16:44;Leandro N. Alem;139
D;16:30;16:44;Facultad de Medicina;89
A;16:30;16:44;Congreso;90
H;16:30;16:44;Inclan;13
A;16:30;16:44;Alberti;35
E;16:30;16:44;Jose Maria Moreno;32
A;16:30;16:44;Peru;78
D;16:30;16:44;Tribunales;63
H;16:30;16:44;Humberto I;23
B;16:30;16:44;Malabia;205
B;16:30;16:44;Carlos Gardel;297
D;16:30;16:44;Catedral;148
B;16:30;16:44;Angel Gallardo;136
E;16:30;16:44;Pza. de los Virreyes;35
E;16:30;16:44;Boedo;28
A;16:30;16:44;San Pedrito;119
A;16:30;16:44;Lima;40
B;16:30;16:44;Dorrego;141
B;16:30;16:44;Echeverria;56
B;16:30;16:44;Pasteur;136
B;16:30;16:44;Carlos Pellegrini;197
B;16:30;16:44;Tronador;57
A;16:30;16:44;Plaza de Mayo;77
H;16:30;16:44;Once;48
A;16:30;16:44;Puan;39
E;16:30;16:44;Bolivar;45
B;16:30;16:44;Uruguay;154
D;16:30;16:44;Scalabrini Ortiz;129
B;16:30;16:44;Los Incas;114
E;16:30;16:44;Independencia.;32
C;16:30;16:44;Avenida de Mayo;44
D;16:30;16:44;Olleros;92
D;16:30;16:44;Plaza Italia;109
H;16:30;16:44;Hospitales;11
C;16:30;16:44;Mariano Moreno;47
D;16:30;16:44;Callao.;85
D;16:30;16:44;Pueyrredon.;129
H;16:30;16:44;Patricios;22
B;16:30;16:44;Federico Lacroze;135
C;16:30;16:44;General San Martin;94
A;16:30;16:44;Loria;61
B;16:30;16:44;Pueyrredon;204
A;16:30;16:44;Flores;62
C;16:30;16:44;San Juan;34
A;16:30;16:44;Pasco;23
E;16:30;16:44;Urquiza;22
D;16:30;16:44;Congreso de Tucuman;260
A;16:30;16:44;Acoyte;87
H;16:30;16:44;Caseros;45
E;16:30;16:44;Varela;13
E;16:30;16:44;Emilio Mitre;29
H;16:30;16:44;Corrientes;53
A;16:30;16:44;Carabobo;68
E;16:30;16:44;Jujuy;14
D;16:30;16:44;Palermo;150
C;16:30;16:44;Lavalle;106
A;16:30;16:44;Primera Junta;71
C;16:30;16:44;Diagonal Norte;28
E;16:30;16:44;Pichincha;11
D;16:30;16:44;Ministro Carranza;88
B;16:30;16:44;Callao;165
E;16:30;16:44;Entre Rios;34
B;16:30;16:44;Florida;168
E;16:45;16:59;Independencia.;29
B;16:45;16:59;Los Incas;94
D;16:45;16:59;Palermo;132
D;16:45;16:59;Olleros;100
B;16:45;16:59;Medrano;134
B;16:45;16:59;Federico Lacroze;320
A;16:45;16:59;Congreso;92
H;16:45;16:59;Inclan;28
A;16:45;16:59;Saenz Peña;70
E;16:45;16:59;Entre Rios;23
E;16:45;16:59;Medalla Milagrosa;9
D;16:45;16:59;Scalabrini Ortiz;130
A;16:45;16:59;Primera Junta;75
B;16:45;16:59;Angel Gallardo;141
A;16:45;16:59;Acoyte;135
H;16:45;16:59;Hospitales;16
D;16:45;16:59;Facultad de Medicina;73
E;16:45;16:59;Varela;5
D;16:45;16:59;Congreso de Tucuman;264
B;16:45;16:59;Echeverria;45
D;16:45;16:59;Bulnes;190
A;16:45;16:59;Flores;64
A;16:45;16:59;Plaza de Mayo;86
C;16:45;16:59;San Juan;51
C;16:45;16:59;General San Martin;79
E;16:45;16:59;Bolivar;40
H;16:45;16:59;Caseros;35
C;16:45;16:59;Diagonal Norte;26
D;16:45;16:59;Tribunales;88
E;16:45;16:59;Urquiza;18
D;16:45;16:59;Jose Hernandez;87
B;16:45;16:59;Pueyrredon;194
C;16:45;16:59;Independencia;54
E;16:45;16:59;Pichincha;13
C;16:45;16:59;Retiro;404
D;16:45;16:59;Ministro Carranza;87
D;16:45;16:59;Juramento;141
H;16:45;16:59;Humberto I;37
A;16:45;16:59;Piedras;41
B;16:45;16:59;Carlos Pellegrini;207
A;16:45;16:59;Alberti;47
B;16:45;16:59;Leandro N. Alem;120
B;16:45;16:59;Tronador;56
A;16:45;16:59;Pasco;15
A;16:45;16:59;Lima;40
A;16:45;16:59;Rio de Janeiro;83
H;16:45;16:59;Corrientes;37
E;16:45;16:59;San Jose;10
C;16:45;16:59;Avenida de Mayo;17
B;16:45;16:59;Florida;171
D;16:45;16:59;9 de julio;65
B;16:45;16:59;Pasteur;135
A;16:45;16:59;Peru;71
A;16:45;16:59;Plaza Miserere;130
D;16:45;16:59;Plaza Italia;178
B;16:45;16:59;Callao;158
E;16:45;16:59;Emilio Mitre;16
H;16:45;16:59;Venezuela;15
A;16:45;16:59;Carabobo;97
H;16:45;16:59;Patricios;23
A;16:45;16:59;Castro Barros;47
H;16:45;16:59;Once;61
D;16:45;16:59;Callao.;106
B;16:45;16:59;Rosas;119
D;16:45;16:59;Pueyrredon.;141
E;16:45;16:59;Jose Maria Moreno;31
E;16:45;16:59;General Belgrano;12
B;16:45;16:59;Uruguay;111
B;16:45;16:59;Dorrego;123
A;16:45;16:59;Puan;40
D;16:45;16:59;Catedral;124
A;16:45;16:59;San Pedrito;121
B;16:45;16:59;Malabia;219
E;16:45;16:59;Boedo;53
C;16:45;16:59;Lavalle;96
E;16:45;16:59;Pza. de los Virreyes;37
E;16:45;16:59;Avenida La Plata;27
D;16:45;16:59;Aguero;96
A;16:45;16:59;Loria;53
B;16:45;16:59;Carlos Gardel;269
E;16:45;16:59;Jujuy;21
C;16:45;16:59;Mariano Moreno;35
C;16:45;16:59;Constitucion;331
C;17:00;17:14;Avenida de Mayo;52
H;17:00;17:14;Corrientes;38
C;17:00;17:14;Independencia;48
D;17:00;17:14;Callao.;112
H;17:00;17:14;Hospitales;20
E;17:00;17:14;Medalla Milagrosa;9
D;17:00;17:14;9 de julio;60
A;17:00;17:14;Castro Barros;75
B;17:00;17:14;Medrano;212
A;17:00;17:14;Puan;30
B;17:00;17:14;Dorrego;155
B;17:00;17:14;Federico Lacroze;160
E;17:00;17:14;Independencia.;19
H;17:00;17:14;Inclan;37
D;17:00;17:14;Aguero;101
E;17:00;17:14;Jose Maria Moreno;22
D;17:00;17:14;Jose Hernandez;117
B;17:00;17:14;Tronador;78
D;17:00;17:14;Ministro Carranza;75
C;17:00;17:14;Retiro;498
B;17:00;17:14;Carlos Pellegrini;220
C;17:00;17:14;Mariano Moreno;59
B;17:00;17:14;Carlos Gardel;293
A;17:00;17:14;Rio de Janeiro;77
E;17:00;17:14;Avenida La Plata;35
A;17:00;17:14;Pasco;27
E;17:00;17:14;San Jose;26
A;17:00;17:14;Plaza de Mayo;94
E;17:00;17:14;Varela;31
B;17:00;17:14;Rosas;179
D;17:00;17:14;Olleros;103
D;17:00;17:14;Pueyrredon.;149
D;17:00;17:14;Tribunales;81
A;17:00;17:14;Saenz Peña;74
B;17:00;17:14;Florida;234
A;17:00;17:14;Lima;70
H;17:00;17:14;Caseros;42
A;17:00;17:14;Peru;79
B;17:00;17:14;Callao;168
A;17:00;17:14;Primera Junta;65
E;17:00;17:14;Emilio Mitre;17
D;17:00;17:14;Congreso de Tucuman;224
C;17:00;17:14;Lavalle;163
H;17:00;17:14;Venezuela;39
E;17:00;17:14;General Belgrano;22
C;17:00;17:14;General San Martin;115
B;17:00;17:14;Echeverria;51
A;17:00;17:14;Plaza Miserere;126
D;17:00;17:14;Catedral;142
A;17:00;17:14;Loria;50
B;17:00;17:14;Malabia;236
A;17:00;17:14;Alberti;29
A;17:00;17:14;Flores;59
A;17:00;17:14;Piedras;46
D;17:00;17:14;Facultad de Medicina;98
E;17:00;17:14;Pichincha;19
C;17:00;17:14;San Juan;47
E;17:00;17:14;Jujuy;27
B;17:00;17:14;Pasteur;147
B;17:00;17:14;Leandro N. Alem;150
D;17:00;17:14;Scalabrini Ortiz;138
H;17:00;17:14;Once;67
D;17:00;17:14;Juramento;217
A;17:00;17:14;San Pedrito;125
A;17:00;17:14;Carabobo;99
E;17:00;17:14;Entre Rios;36
H;17:00;17:14;Humberto I;28
B;17:00;17:14;Uruguay;114
D;17:00;17:14;Palermo;130
C;17:00;17:14;Constitucion;341
E;17:00;17:14;Bolivar;56
B;17:00;17:14;Angel Gallardo;115
D;17:00;17:14;Bulnes;209
H;17:00;17:14;Patricios;40
B;17:00;17:14;Pueyrredon;215
D;17:00;17:14;Plaza Italia;193
C;17:00;17:14;Diagonal Norte;39
E;17:00;17:14;Boedo;36
A;17:00;17:14;Congreso;107
B;17:00;17:14;Los Incas;109
A;17:00;17:14;Acoyte;132
E;17:00;17:14;Urquiza;19
E;17:00;17:14;Pza. de los Virreyes;49
H;17:15;17:29;Inclan;35
A;17:15;17:29;Castro Barros;65
C;17:15;17:29;Diagonal Norte;36
B;17:15;17:29;Carlos Gardel;304
E;17:15;17:29;Pichincha;21
C;17:15;17:29;General San Martin;86
B;17:15;17:29;Medrano;158
B;17:15;17:29;Leandro N. Alem;178
A;17:15;17:29;Plaza Miserere;131
E;17:15;17:29;Entre Rios;28
A;17:15;17:29;Primera Junta;95
D;17:15;17:29;Congreso de Tucuman;265
H;17:15;17:29;Once;45
D;17:15;17:29;Facultad de Medicina;94
A;17:15;17:29;Saenz Peña;63
A;17:15;17:29;Acoyte;98
E;17:15;17:29;Bolivar;61
B;17:15;17:29;Carlos Pellegrini;196
B;17:15;17:29;Echeverria;39
B;17:15;17:29;Tronador;59
C;17:15;17:29;Constitucion;339
D;17:15;17:29;Catedral;183
B;17:15;17:29;Angel Gallardo;137
C;17:15;17:29;San Juan;51
A;17:15;17:29;Flores;53
D;17:15;17:29;Tribunales;56
E;17:15;17:29;Emilio Mitre;31
B;17:15;17:29;Florida;196
C;17:15;17:29;Mariano Moreno;43
H;17:15;17:29;Patricios;33
E;17:15;17:29;General Belgrano;14
H;17:15;17:29;Venezuela;35
D;17:15;17:29;Olleros;86
D;17:15;17:29;9 de julio;64
E;17:15;17:29;Jujuy;27
B;17:15;17:29;Federico Lacroze;348
A;17:15;17:29;Lima;54
A;17:15;17:29;Alberti;40
E;17:15;17:29;Pza. de los Virreyes;38
B;17:15;17:29;Callao;156
A;17:15;17:29;Congreso;93
A;17:15;17:29;Plaza de Mayo;88
H;17:15;17:29;Corrientes;61
D;17:15;17:29;Juramento;141
A;17:15;17:29;Pasco;16
B;17:15;17:29;Los Incas;99
D;17:15;17:29;Scalabrini Ortiz;128
E;17:15;17:29;Varela;20
D;17:15;17:29;Callao.;115
B;17:15;17:29;Pasteur;125
D;17:15;17:29;Aguero;74
B;17:15;17:29;Dorrego;105
E;17:15;17:29;Medalla Milagrosa;11
E;17:15;17:29;Urquiza;14
A;17:15;17:29;Puan;56
E;17:15;17:29;Independencia.;21
A;17:15;17:29;San Pedrito;169
A;17:15;17:29;Carabobo;69
D;17:15;17:29;Plaza Italia;159
E;17:15;17:29;Jose Maria Moreno;21
E;17:15;17:29;Boedo;37
C;17:15;17:29;Independencia;49
D;17:15;17:29;Jose Hernandez;83
D;17:15;17:29;Ministro Carranza;85
C;17:15;17:29;Retiro;566
A;17:15;17:29;Peru;79
B;17:15;17:29;Uruguay;143
E;17:15;17:29;San Jose;18
A;17:15;17:29;Rio de Janeiro;78
B;17:15;17:29;Malabia;264
H;17:15;17:29;Hospitales;13
D;17:15;17:29;Palermo;142
C;17:15;17:29;Lavalle;90
E;17:15;17:29;Avenida La Plata;33
A;17:15;17:29;Loria;57
B;17:15;17:29;Pueyrredon;204
A;17:15;17:29;Piedras;32
H;17:15;17:29;Humberto I;27
D;17:15;17:29;Bulnes;201
H;17:15;17:29;Caseros;44
C;17:15;17:29;Avenida de Mayo;53
B;17:15;17:29;Rosas;181
D;17:15;17:29;Pueyrredon.;123
B;17:30;17:44;Carlos Pellegrini;237
E;17:30;17:44;Urquiza;30
A;17:30;17:44;San Pedrito;132
A;17:30;17:44;Peru;61
C;17:30;17:44;Independencia;56
B;17:30;17:44;Malabia;219
A;17:30;17:44;Congreso;95
H;17:30;17:44;Inclan;28
A;17:30;17:44;Flores;67
E;17:30;17:44;Boedo;35
B;17:30;17:44;Callao;164
E;17:30;17:44;Emilio Mitre;15
A;17:30;17:44;Acoyte;99
E;17:30;17:44;Medalla Milagrosa;10
B;17:30;17:44;Echeverria;39
B;17:30;17:44;Florida;169
H;17:30;17:44;Once;44
C;17:30;17:44;Constitucion;429
E;17:30;17:44;Pichincha;25
D;17:30;17:44;Plaza Italia;174
B;17:30;17:44;Angel Gallardo;150
E;17:30;17:44;Pza. de los Virreyes;49
E;17:30;17:44;Bolivar;62
A;17:30;17:44;Rio de Janeiro;71
A;17:30;17:44;Plaza Miserere;122
E;17:30;17:44;Entre Rios;39
D;17:30;17:44;Juramento;191
D;17:30;17:44;Catedral;128
D;17:30;17:44;Jose Hernandez;93
C;17:30;17:44;Lavalle;74
C;17:30;17:44;Retiro;432
B;17:30;17:44;Carlos Gardel;295
D;17:30;17:44;Bulnes;181
E;17:30;17:44;San Jose;4
B;17:30;17:44;Uruguay;132
E;17:30;17:44;Jose Maria Moreno;29
H;17:30;17:44;Humberto I;25
A;17:30;17:44;Castro Barros;76
B;17:30;17:44;Federico Lacroze;245
D;17:30;17:44;Scalabrini Ortiz;101
D;17:30;17:44;Olleros;92
B;17:30;17:44;Rosas;167
A;17:30;17:44;Lima;59
D;17:30;17:44;Palermo;123
H;17:30;17:44;Venezuela;25
D;17:30;17:44;Ministro Carranza;74
A;17:30;17:44;Piedras;35
B;17:30;17:44;Los Incas;111
C;17:30;17:44;Mariano Moreno;39
E;17:30;17:44;Independencia.;22
D;17:30;17:44;Tribunales;63
D;17:30;17:44;Pueyrredon.;111
E;17:30;17:44;Avenida La Plata;35
B;17:30;17:44;Medrano;152
B;17:30;17:44;Dorrego;174
C;17:30;17:44;Avenida de Mayo;30
H;17:30;17:44;Patricios;21
E;17:30;17:44;General Belgrano;11
A;17:30;17:44;Alberti;31
A;17:30;17:44;Primera Junta;73
D;17:30;17:44;Aguero;95
C;17:30;17:44;Diagonal Norte;24
C;17:30;17:44;General San Martin;84
B;17:30;17:44;Pasteur;133
C;17:30;17:44;San Juan;36
D;17:30;17:44;Callao.;100
A;17:30;17:44;Carabobo;65
A;17:30;17:44;Pasco;17
B;17:30;17:44;Pueyrredon;208
B;17:30;17:44;Leandro N. Alem;169
H;17:30;17:44;Corrientes;58
D;17:30;17:44;Congreso de Tucuman;240
A;17:30;17:44;Saenz Peña;31
H;17:30;17:44;Hospitales;17
A;17:30;17:44;Puan;37
B;17:30;17:44;Tronador;70
A;17:30;17:44;Plaza de Mayo;76
D;17:30;17:44;Facultad de Medicina;87
E;17:30;17:44;Varela;15
A;17:30;17:44;Loria;46
H;17:30;17:44;Caseros;47
E;17:30;17:44;Jujuy;20
D;17:30;17:44;9 de julio;63
B;17:45;17:59;Angel Gallardo;125
D;17:45;17:59;Congreso de Tucuman;243
C;17:45;17:59;Avenida de Mayo;26
A;17:45;17:59;Primera Junta;88
D;17:45;17:59;Tribunales;67
A;17:45;17:59;Lima;51
B;17:45;17:59;Uruguay;98
B;17:45;17:59;Malabia;236
H;17:45;17:59;Inclan;28
E;17:45;17:59;Bolivar;49
H;17:45;17:59;Venezuela;22
E;17:45;17:59;Jose Maria Moreno;32
A;17:45;17:59;Congreso;72
H;17:45;17:59;Corrientes;36
H;17:45;17:59;Caseros;38
D;17:45;17:59;Plaza Italia;178
D;17:45;17:59;Bulnes;183
E;17:45;17:59;Pichincha;18
B;17:45;17:59;Los Incas;135
E;17:45;17:59;Varela;11
D;17:45;17:59;Pueyrredon.;117
D;17:45;17:59;Scalabrini Ortiz;108
E;17:45;17:59;General Belgrano;18
B;17:45;17:59;Federico Lacroze;340
D;17:45;17:59;Olleros;94
B;17:45;17:59;Echeverria;46
B;17:45;17:59;Carlos Gardel;252
B;17:45;17:59;Medrano;131
A;17:45;17:59;Piedras;37
D;17:45;17:59;9 de julio;55
E;17:45;17:59;Pza. de los Virreyes;37
H;17:45;17:59;Humberto I;15
D;17:45;17:59;Facultad de Medicina;81
C;17:45;17:59;Diagonal Norte;33
B;17:45;17:59;Pueyrredon;183
E;17:45;17:59;Urquiza;16
E;17:45;17:59;Medalla Milagrosa;15
D;17:45;17:59;Juramento;163
B;17:45;17:59;Dorrego;128
D;17:45;17:59;Aguero;62
E;17:45;17:59;Avenida La Plata;36
C;17:45;17:59;Mariano Moreno;28
A;17:45;17:59;Castro Barros;65
C;17:45;17:59;Lavalle;87
A;17:45;17:59;Plaza de Mayo;64
B;17:45;17:59;Pasteur;133
D;17:45;17:59;Callao.;105
A;17:45;17:59;Loria;69
E;17:45;17:59;San Jose;24
A;17:45;17:59;Rio de Janeiro;77
E;17:45;17:59;Boedo;36
B;17:45;17:59;Callao;147
E;17:45;17:59;Independencia.;36
E;17:45;17:59;Jujuy;18
A;17:45;17:59;San Pedrito;149
H;17:45;17:59;Hospitales;18
H;17:45;17:59;Patricios;31
C;17:45;17:59;Constitucion;368
E;17:45;17:59;Entre Rios;39
A;17:45;17:59;Puan;25
B;17:45;17:59;Leandro N. Alem;161
A;17:45;17:59;Plaza Miserere;129
C;17:45;17:59;Retiro;335
D;17:45;17:59;Ministro Carranza;69
D;17:45;17:59;Catedral;131
A;17:45;17:59;Carabobo;84
A;17:45;17:59;Peru;84
B;17:45;17:59;Carlos Pellegrini;152
B;17:45;17:59;Tronador;62
D;17:45;17:59;Palermo;128
D;17:45;17:59;Jose Hernandez;107
A;17:45;17:59;Pasco;15
A;17:45;17:59;Acoyte;97
C;17:45;17:59;Independencia;49
A;17:45;17:59;Saenz Peña;40
E;17:45;17:59;Emilio Mitre;17
C;17:45;17:59;General San Martin;75
B;17:45;17:59;Florida;156
H;17:45;17:59;Once;47
A;17:45;17:59;Flores;86
A;17:45;17:59;Alberti;32
C;17:45;17:59;San Juan;33
B;17:45;17:59;Rosas;165
B;18:00;18:14;Dorrego;118
H;18:00;18:14;Inclan;36
A;18:00;18:14;Puan;42
E;18:00;18:14;San Jose;21
A;18:00;18:14;Rio de Janeiro;86
D;18:00;18:14;Scalabrini Ortiz;129
H;18:00;18:14;Caseros;66
D;18:00;18:14;9 de julio;62
D;18:00;18:14;Jose Hernandez;109
E;18:00;18:14;Avenida La Plata;26
E;18:00;18:14;Pichincha;24
B;18:00;18:14;Callao;155
A;18:00;18:14;Plaza Miserere;142
E;18:00;18:14;Emilio Mitre;17
E;18:00;18:14;Jujuy;22
A;18:00;18:14;Castro Barros;91
D;18:00;18:14;Bulnes;178
B;18:00;18:14;Florida;210
D;18:00;18:14;Pueyrredon.;130
A;18:00;18:14;Plaza de Mayo;98
B;18:00;18:14;Pasteur;123
C;18:00;18:14;Constitucion;283
C;18:00;18:14;San Juan;45
C;18:00;18:14;General San Martin;136
B;18:00;18:14;Angel Gallardo;160
D;18:00;18:14;Palermo;181
H;18:00;18:14;Humberto I;21
B;18:00;18:14;Medrano;159
A;18:00;18:14;Piedras;67
A;18:00;18:14;Carabobo;89
E;18:00;18:14;General Belgrano;25
E;18:00;18:14;Entre Rios;36
B;18:00;18:14;Carlos Gardel;292
B;18:00;18:14;Rosas;154
H;18:00;18:14;Hospitales;8
H;18:00;18:14;Venezuela;31
A;18:00;18:14;Loria;62
D;18:00;18:14;Congreso de Tucuman;251
B;18:00;18:14;Tronador;101
B;18:00;18:14;Echeverria;51
B;18:00;18:14;Carlos Pellegrini;232
D;18:00;18:14;Facultad de Medicina;73
B;18:00;18:14;Uruguay;136
B;18:00;18:14;Pueyrredon;135
E;18:00;18:14;Bolivar;82
D;18:00;18:14;Ministro Carranza;75
D;18:00;18:14;Aguero;91
C;18:00;18:14;Avenida de Mayo;49
A;18:00;18:14;Lima;76
C;18:00;18:14;Mariano Moreno;68
C;18:00;18:14;Retiro;373
D;18:00;18:14;Plaza Italia;203
A;18:00;18:14;Acoyte;113
E;18:00;18:14;Urquiza;11
E;18:00;18:14;Independencia.;32
E;18:00;18:14;Varela;10
D;18:00;18:14;Catedral;214
E;18:00;18:14;Jose Maria Moreno;31
D;18:00;18:14;Tribunales;120
B;18:00;18:14;Federico Lacroze;298
A;18:00;18:14;Congreso;92
C;18:00;18:14;Lavalle;162
A;18:00;18:14;Alberti;42
B;18:00;18:14;Leandro N. Alem;211
B;18:00;18:14;Malabia;277
H;18:00;18:14;Once;57
A;18:00;18:14;Peru;106
C;18:00;18:14;Independencia;45
C;18:00;18:14;Diagonal Norte;37
E;18:00;18:14;Boedo;30
A;18:00;18:14;Flores;76
D;18:00;18:14;Juramento;159
D;18:00;18:14;Callao.;112
A;18:00;18:14;Primera Junta;93
A;18:00;18:14;San Pedrito;142
A;18:00;18:14;Pasco;28
D;18:00;18:14;Olleros;134
E;18:00;18:14;Pza. de los Virreyes;48
H;18:00;18:14;Patricios;51
E;18:00;18:14;Medalla Milagrosa;16
H;18:00;18:14;Corrientes;62
A;18:00;18:14;Saenz Peña;57
B;18:00;18:14;Los Incas;92
H;18:15;18:29;Venezuela;28
E;18:15;18:29;Medalla Milagrosa;12
H;18:15;18:29;Inclan;22
A;18:15;18:29;Congreso;97
B;18:15;18:29;Federico Lacroze;247
B;18:15;18:29;Carlos Gardel;287
D;18:15;18:29;Callao.;114
C;18:15;18:29;Diagonal Norte;30
D;18:15;18:29;Facultad de Medicina;87
D;18:15;18:29;Olleros;90
H;18:15;18:29;Patricios;39
B;18:15;18:29;Tronador;62
B;18:15;18:29;Echeverria;45
B;18:15;18:29;Carlos Pellegrini;233
E;18:15;18:29;General Belgrano;21
E;18:15;18:29;Bolivar;61
E;18:15;18:29;Boedo;36
C;18:15;18:29;Mariano Moreno;30
A;18:15;18:29;Acoyte;126
C;18:15;18:29;Avenida de Mayo;49
E;18:15;18:29;Avenida La Plata;35
C;18:15;18:29;Lavalle;96
D;18:15;18:29;9 de julio;55
E;18:15;18:29;Independencia.;33
B;18:15;18:29;Pasteur;138
A;18:15;18:29;Loria;67
H;18:15;18:29;Hospitales;29
D;18:15;18:29;Ministro Carranza;85
A;18:15;18:29;Plaza Miserere;153
B;18:15;18:29;Dorrego;146
C;18:15;18:29;Retiro;452
E;18:15;18:29;Pichincha;23
E;18:15;18:29;Urquiza;12
C;18:15;18:29;Constitucion;400
D;18:15;18:29;Palermo;133
H;18:15;18:29;Corrientes;51
D;18:15;18:29;Aguero;64
E;18:15;18:29;Jujuy;31
A;18:15;18:29;Primera Junta;76
D;18:15;18:29;Congreso de Tucuman;292
D;18:15;18:29;Scalabrini Ortiz;99
H;18:15;18:29;Caseros;29
C;18:15;18:29;Independencia;54
H;18:15;18:29;Once;31
D;18:15;18:29;Bulnes;148
A;18:15;18:29;Pasco;23
A;18:15;18:29;Piedras;58
E;18:15;18:29;Varela;12
H;18:15;18:29;Humberto I;21
E;18:15;18:29;Entre Rios;44
D;18:15;18:29;Pueyrredon.;120
E;18:15;18:29;Emilio Mitre;23
B;18:15;18:29;Pueyrredon;172
D;18:15;18:29;Jose Hernandez;100
E;18:15;18:29;San Jose;19
A;18:15;18:29;Rio de Janeiro;69
A;18:15;18:29;Peru;91
A;18:15;18:29;Alberti;35
B;18:15;18:29;Callao;151
A;18:15;18:29;Carabobo;77
B;18:15;18:29;Los Incas;107
B;18:15;18:29;Florida;189
D;18:15;18:29;Juramento;162
B;18:15;18:29;Uruguay;120
B;18:15;18:29;Rosas;165
A;18:15;18:29;Lima;54
D;18:15;18:29;Catedral;210
A;18:15;18:29;Plaza de Mayo;93
D;18:15;18:29;Plaza Italia;200
E;18:15;18:29;Pza. de los Virreyes;41
B;18:15;18:29;Angel Gallardo;135
A;18:15;18:29;Flores;56
C;18:15;18:29;San Juan;46
B;18:15;18:29;Medrano;129
D;18:15;18:29;Tribunales;74
C;18:15;18:29;General San Martin;87
A;18:15;18:29;Puan;45
A;18:15;18:29;Castro Barros;78
B;18:15;18:29;Malabia;251
B;18:15;18:29;Leandro N. Alem;235
A;18:15;18:29;Saenz Peña;49
A;18:15;18:29;San Pedrito;89
E;18:15;18:29;Jose Maria Moreno;26
B;18:30;18:44;Dorrego;104
A;18:30;18:44;San Pedrito;102
D;18:30;18:44;Juramento;196
C;18:30;18:44;Diagonal Norte;25
D;18:30;18:44;Olleros;107
B;18:30;18:44;Leandro N. Alem;205
